TipoMaturità,VotoDiploma,CFU1,AnniFuoriCorso,Cluster
11,100,23,0,0
11,81,26,0,0
11,100,26,0,0
11,88,17,0,0
11,80,35,0,0
5,99,26,0,0
11,65,23,0,0
11,86,26,0,0
11,94,32,0,0
11,100,32,0,1
13,96,20,0,0
11,85,8,0,0
12,77,23,0,0
11,97,35,0,1
5,83,20,0,0
11,100,32,0,1
12,98,26,0,0
7,70,23,0,0
11,78,35,0,0
11,80,8,0,0
11,86,26,0,0
11,100,35,0,1
11,85,26,0,0
11,79,20,0,0
11,100,35,0,1
11,100,35,0,1
11,68,24,0,0
11,91,32,0,0
11,74,35,0,0
11,88,20,0,0
11,100,26,0,0
11,84,11,0,0
11,95,32,0,1
11,71,12,0,0
11,92,32,0,0
5,100,35,0,1
12,88,23,0,0
10,81,26,0,0
12,89,26,0,0
11,76,23,0,0
11,100,26,0,0
11,88,11,0,0
11,73,35,0,0
11,98,35,0,1
11,76,23,0,0
11,100,35,0,1
11,97,12,0,0
8,95,35,0,1
11,75,35,0,0
11,98,35,0,1
11,100,11,0,0
11,60,24,0,0
11,75,26,0,0
5,84,29,0,0
11,100,29,0,0
11,100,35,0,1
11,90,26,0,0
11,84,32,0,0
5,97,32,0,1
13,90,26,0,0
11,78,35,0,0
11,72,17,0,0
11,100,35,0,1
11,80,26,0,0
11,98,26,0,0
11,80,32,0,0
11,75,35,0,0
11,93,17,0,0
8,100,14,0,0
11,87,35,0,1
11,100,23,0,0
11,84,35,0,0
11,96,20,0,0
11,100,32,0,1
11,91,17,0,0
11,97,35,0,1
11,76,35,0,0
11,97,26,0,0
11,90,17,0,0
11,82,23,0,0
11,81,32,0,0
11,85,9,0,0
12,85,11,0,0
11,98,26,0,0
11,76,8,0,0
11,86,35,0,0
11,96,26,0,0
11,100,8,0,0
11,100,26,0,0
11,76,23,0,0
11,78,35,0,0
11,86,26,0,0
11,75,26,0,0
11,84,26,0,0
11,87,20,0,0
7,100,35,0,1
5,90,11,0,0
11,90,35,0,1
11,93,26,0,0
11,87,17,0,0
11,91,26,0,0
5,100,26,0,0
11,80,23,0,0
11,80,17,0,0
11,81,11,0,0
11,84,35,0,0
8,86,20,0,0
11,100,41,0,1
12,88,20,0,0
11,84,35,0,0
11,97,26,0,0
11,94,35,0,1
11,100,35,0,1
11,100,32,0,1
13,82,38,0,1
13,65,21,0,0
11,88,6,0,0
11,86,6,0,0
11,100,24,0,0
11,95,35,0,1
11,60,8,0,0
11,83,11,0,0
11,94,35,0,1
11,80,8,0,0
11,78,17,0,0
13,100,6,0,0
13,82,39,0,1
11,80,26,0,0
11,69,15,0,0
11,84,35,0,0
11,80,11,0,0
11,70,8,0,0
11,88,11,0,0
11,100,26,0,0
7,100,15,0,0
